Make,Model,Variant,Transmission,Fuel Type,Price_numeric,Distance_numeric,Age,City
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,3530000,22015,2,Mumbai
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,3220000,40996,2,Chandigarh
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,3460000,40996,2,Delhi
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,2730000,16000,4,Chandigarh
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,2920000,16000,4,Delhi
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,2930000,42000,3,Chandigarh
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,3130000,42000,3,Delhi
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,2910000,18000,4,Delhi
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,2930000,17111,4,Delhi
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,3220000,21000,3,Delhi
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,2700000,29000,4,Gurgaon
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,2740000,15000,4,Ghaziabad
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,2970000,26000,3,Kolkata
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,2900000,23000,4,Mumbai
BMW,X1,sDrive20i xLine[2016-2020],Automatic,Petrol,3200000,23000,3,Mumbai
BMW,X1,sDrive20i xLine,Automatic,Petrol,2800000,16000,4,Chandigarh
BMW,X1,sDrive20i xLine,Automatic,Petrol,3060000,42000,3,Chandigarh
BMW,X1,sDrive20i xLine,Automatic,Petrol,3370000,17000,2,Lucknow
BMW,X1,sDrive20i xLine,Automatic,Petrol,3130000,18000,4,Delhi
BMW,X1,sDrive20i xLine,Automatic,Petrol,3070000,20655,3,Gurgaon
BMW,X1,sDrive20i xLine,Automatic,Petrol,3070000,21200,3,Gurgaon
BMW,X1,sDrive20i xLine,Automatic,Petrol,3450000,7000,3,Delhi
BMW,X1,sDrive20i xLine,Automatic,Petrol,3070000,26000,3,Kolkata
BMW,X1,sDrive20i xLine,Automatic,Petrol,3450000,16000,3,Mumbai
BMW,X1,sDrive20i xLine,Automatic,Petrol,3790000,26000,2,Mumbai
BMW,X1,sDrive20i xLine,Automatic,Petrol,3370000,26000,2,Pune
BMW,M340i,xDrive,Automatic (TC),Petrol,7490000,10957,1,Mumbai
BMW,M340i,xDrive,Automatic (TC),Petrol,6800000,12000,2,Delhi
BMW,M340i,xDrive,Automatic (TC),Petrol,6800000,11000,2,Delhi
BMW,M340i,xDrive,Automatic (TC),Petrol,6230000,13800,2,Hyderabad
BMW,M340i,xDrive,Automatic (TC),Petrol,6240000,11517,2,Pune
BMW,M340i,xDrive,Automatic (TC),Petrol,6250000,9879,2,Pune
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2540000,45000,6,Ludhiana
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2540000,45000,6,Chandigarh
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2100000,92000,8,Bangalore
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,1990000,97000,9,Bangalore
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2580000,30000,6,Chennai
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2410000,91684,6,Coimbatore
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2590000,27454,6,Coimbatore
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2430000,85000,6,Coimbatore
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2720000,36000,6,Delhi
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,1930000,90000,9,Delhi
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2190000,92000,7,Hyderabad
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2730000,38000,6,Mumbai
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2980000,44000,5,Mumbai
BMW,X3,xDrive 20d Expedition[2014-2018],Automatic,Diesel,2050000,64826,8,Pune
BMW,X3,xDrive 20d Expedition,Automatic,Diesel,2660000,45000,6,Chandigarh
BMW,X3,xDrive 20d Expedition,Automatic,Diesel,2670000,45000,6,Ludhiana
BMW,X3,xDrive 20d Expedition,Automatic,Diesel,2420000,70000,7,Chandigarh
BMW,X3,xDrive 20d Expedition,Automatic,Diesel,2660000,44000,6,Lucknow
BMW,X3,xDrive 20d Expedition,Automatic,Diesel,2230000,43332,9,Mumbai
BMW,X3,xDrive 20d Expedition,Automatic,Diesel,2210000,81112,9,Mumbai
BMW,X3,xDrive 20d Expedition,Automatic,Diesel,2910000,90000,5,Pune
BMW,X3,xDrive 20d Expedition,Automatic,Diesel,2200000,78000,8,Pune
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3910000,76692,4,Ahmedabad
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,4020000,48000,4,Ahmedabad
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,4360000,48000,4,Bangalore
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3510000,69000,6,Bangalore
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3690000,41993,5,Gurgaon
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,4020000,50305,4,Gurgaon
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3270000,67000,6,Chandigarh
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,4090000,33892,4,Chandigarh
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,4430000,33892,4,Delhi
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3260000,68000,6,Chandigarh
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3730000,33000,5,Chennai
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3560000,76133,5,Chennai
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,4100000,30000,4,Chennai
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3430000,23000,6,Chennai
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3580000,69854,5,Coimbatore
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,4030000,30000,5,Delhi
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3840000,75000,5,Delhi
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,4050000,28000,5,Delhi
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3980000,45000,5,Delhi
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3890000,65000,5,Delhi
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3310000,56700,6,Meerut
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3390000,98000,6,Delhi
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3330000,49000,6,Hyderabad
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,4040000,45000,4,Kolkata
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3570000,52000,6,Mumbai
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3320000,52000,6,Pune
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3930000,51000,5,Mumbai
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3650000,51000,5,Pune
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3900000,60000,5,Mumbai
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3990000,40000,5,Mumbai
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3960000,48000,5,Mumbai
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3580000,52500,6,Mumbai
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3290000,62000,6,Pune
BMW,X3,xDrive 20d Luxury Line[2018-2022],Automatic (TC),Diesel,3490000,95000,5,Pune
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4220000,76692,4,Ahmedabad
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4350000,29000,5,Delhi
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,3500000,68000,6,Chandigarh
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,3500000,77000,6,Chandigarh
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4230000,50500,4,Gurgaon
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,3850000,41993,5,Gurgaon
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4230000,50305,4,Gurgaon
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,3520000,27600,6,Kolkata
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4230000,45000,4,Kolkata
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4790000,48000,4,Bangalore
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4320000,74000,5,Mumbai
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4340000,51000,5,Mumbai
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,3850000,51000,5,Pune
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4340000,52749,5,Mumbai
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,3850000,52749,5,Pune
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4340000,49000,5,Mumbai
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,4340000,60000,5,Mumbai
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,5270000,29000,3,Mumbai
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,3830000,96000,5,Pune
BMW,X3,xDrive 20d Luxury Line,Automatic (TC),Diesel,3500000,53000,6,Pune
BMW,X3,xDrive 28i xLine[2014-2018],Automatic,Petrol,2610000,93000,7,Hyderabad
BMW,X5,xDrive 30d,Automatic,Diesel,4060000,41964,6,Ahmedabad
BMW,X5,xDrive 30d,Automatic,Diesel,3700000,40000,7,Ahmedabad
BMW,X5,xDrive 30d,Automatic,Diesel,4170000,16000,6,Ahmedabad
BMW,X5,xDrive 30d,Automatic,Diesel,3590000,70000,7,Ludhiana
BMW,X5,xDrive 30d,Automatic,Diesel,3590000,70000,7,Chandigarh
BMW,X5,xDrive 30d,Automatic,Diesel,3860000,70000,7,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3600000,48164,8,Bangalore
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3020000,31000,10,Bangalore
BMW,X5,xDrive 30d,Automatic,Diesel,3500000,75000,8,Bangalore
BMW,X5,xDrive 30d,Automatic,Diesel,3930000,56025,7,Bangalore
BMW,X5,xDrive 30d,Automatic,Diesel,3590000,48500,8,Bangalore
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3150000,78640,9,Bangalore
BMW,X5,xDrive 30d,Automatic,Diesel,3600000,45400,8,Bangalore
BMW,X5,xDrive 30d,Automatic,Diesel,4020000,32251,7,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,3620000,60143,7,Chandigarh
BMW,X5,xDrive 30d,Automatic,Diesel,3910000,60143,7,Delhi
BMW,X5,xDrive 30d,Automatic,Diesel,3620000,60000,7,Chandigarh
BMW,X5,xDrive 30d,Automatic,Diesel,3900000,80000,6,Chandigarh
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3110000,114000,8,Chennai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3630000,38000,8,Delhi
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3190000,72000,9,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,4870000,35000,5,Delhi
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3640000,37000,8,Delhi
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3080000,99000,9,Delhi
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3500000,72000,8,Delhi
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3970000,45000,7,Delhi
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3310000,57000,8,Gurgaon
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3330000,49000,8,Hyderabad
BMW,X5,xDrive 30d,Automatic,Diesel,3930000,73000,6,Hyderabad
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3190000,91000,8,Hyderabad
BMW,X5,xDrive 30d,Automatic,Diesel,3750000,28600,7,Hyderabad
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,2930000,82000,9,Hyderabad
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3020000,55000,9,Kolkata
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3590000,51400,8,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,4490000,22000,6,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,3870000,71000,7,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,3850000,72300,7,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,3520000,70000,8,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,3860000,73000,7,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,3490000,76000,8,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,4260000,72000,6,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,3500000,74000,8,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,2870000,75043,10,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,4310000,58000,6,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,4490000,21000,6,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3910000,60200,7,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,4300000,62000,6,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3010000,35000,10,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3890000,65000,7,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3450000,84000,8,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,4210000,96000,5,Pune
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,2930000,81000,9,Pune
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,4240000,41964,6,Ahmedabad
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,4340000,60143,7,Delhi
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3860000,60143,7,Chandigarh
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3950000,72000,8,Delhi
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3850000,60000,7,Chandigarh
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,4220000,80000,6,Chandigarh
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3850000,60371,7,Gurgaon
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3500000,80000,8,Lucknow
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3500000,80000,8,Pune
BMW,X5,xDrive 30d,Automatic,Diesel,6180000,17000,2,Chennai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,4660000,28000,5,Chennai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3500000,91000,8,Hyderabad
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3500000,73000,8,Kolkata
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3940000,51400,8,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,5800000,51500,4,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,5820000,22500,4,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3570000,78000,9,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,4340000,74000,7,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,4340000,72300,7,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,6380000,45000,3,Mumbai
BMW,X5,xDrive 30d,Automatic,Diesel,5620000,45000,3,Pune
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3940000,68000,8,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,5800000,48000,4,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3950000,65000,8,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3510000,65000,8,Pune
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3240000,52554,10,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3940000,75000,8,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,4800000,22000,6,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3940000,70000,8,Mumbai
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,4630000,96000,5,Pune
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3510000,57215,8,Pune
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3180000,100001,9,Pune
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3190000,81000,9,Pune
BMW,X5,xDrive 30d[2012-2014],Automatic,Diesel,3930000,84000,8,Mumbai
BMW,X3,xDrive 30d M Sport [2015-2017][2014-2018],Automatic,Diesel,2630000,50000,8,Chennai
BMW,X3,xDrive 30d M Sport [2015-2017][2014-2018],Automatic,Diesel,2670000,34000,8,Chennai
BMW,X3,xDrive 30d M Sport [2015-2017][2014-2018],Automatic,Diesel,2660000,36265,8,Kolkata
BMW,X3,xDrive 30d M Sport [2015-2017][2014-2018],Automatic,Diesel,2860000,59000,7,Pune
BMW,X3,xDrive 30d M Sport [2015-2017],Automatic,Diesel,2780000,36265,8,Kolkata
BMW,X3,xDrive 30d M Sport [2015-2017],Automatic,Diesel,3040000,59000,7,Pune
BMW,X3,xDrive 30i Luxury Line[2018-2022],Automatic (TC),Petrol,4880000,25000,3,Chandigarh
BMW,X3,xDrive 30i Luxury Line[2018-2022],Automatic (TC),Petrol,5290000,25000,3,Delhi
BMW,X3,xDrive 30i Luxury Line[2018-2022],Automatic (TC),Petrol,4780000,30000,4,Delhi
BMW,X3,xDrive 30i Luxury Line,Automatic (TC),Petrol,5010000,25000,3,Chandigarh
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2410000,77760,7,Ahmedabad
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2300000,86337,8,Bangalore
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2070000,97000,9,Bangalore
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2570000,80685,7,Bangalore
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2180000,48222,9,Bangalore
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2150000,66559,9,Bangalore
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,3490000,67000,4,Bangalore
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2130000,66468,9,Bangalore
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2130000,74941,9,Bangalore
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2940000,70966,5,Gurgaon
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2220000,70000,8,Chennai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2670000,70000,6,Chennai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2240000,61000,8,Chennai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2480000,53628,7,Coimbatore
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2480000,50000,7,Coimbatore
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2410000,50000,8,Delhi
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2400000,52000,8,Delhi
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2080000,95000,9,Delhi
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2690000,65000,6,Faridabad
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2230000,66800,8,Hyderabad
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2950000,38000,6,Mumbai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,1950000,102000,10,Mumbai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2610000,65732,7,Mumbai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,3250000,40700,5,Mumbai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2190000,51000,9,Mumbai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,3140000,73000,5,Mumbai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2650000,52300,7,Mumbai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2380000,59000,8,Mumbai
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2930000,72000,5,Pune
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,1990000,82000,9,Pune
BMW,X3,xDrive-20d xLine[2014-2018],Automatic,Diesel,2200000,77700,8,Pune
BMW,X3,xDrive-20d xLine,Automatic,Diesel,2650000,92000,8,Bangalore
BMW,X3,xDrive-20d xLine,Automatic,Diesel,3160000,71000,5,Gurgaon
BMW,X3,xDrive-20d xLine,Automatic,Diesel,3170000,42005,5,Gurgaon
BMW,X3,xDrive-20d xLine,Automatic,Diesel,3160000,70966,5,Gurgaon
BMW,X3,xDrive-20d xLine,Automatic,Diesel,2910000,65297,7,Delhi
BMW,X3,xDrive-20d xLine,Automatic,Diesel,2920000,65732,7,Mumbai
BMW,X3,xDrive-20d xLine,Automatic,Diesel,3550000,40700,5,Mumbai
BMW,X3,xDrive-20d xLine,Automatic,Diesel,3550000,40000,5,Mumbai
BMW,X3,xDrive-20d xLine,Automatic,Diesel,2650000,59000,8,Mumbai
BMW,X3,xDrive-20d xLine,Automatic,Diesel,3540000,73000,5,Mumbai
BMW,X3,xDrive-20d xLine,Automatic,Diesel,3150000,94900,5,Pune
BMW,X3,xDrive-20d xLine,Automatic,Diesel,3160000,72000,5,Pune
BMW,X3,xDrive-20d xLine,Automatic,Diesel,2170000,62000,10,Mumbai
BMW,X3,xDrive20d[2008-2011],Automatic,Diesel,1370000,111000,10,Hyderabad
BMW,X3,xDrive20d[2008-2011],Automatic,Diesel,1540000,84337,10,Mumbai
BMW,X3,xDrive20d[2008-2011],Automatic,Diesel,1540000,88485,10,Mumbai
BMW,X3,xDrive20d[2008-2011],Automatic,Diesel,1400000,85000,10,Pune
BMW,X3,xDrive20d[2008-2011],Automatic,Diesel,1390000,91000,10,Pune
BMW,X3,xDrive20d,Automatic,Diesel,1540000,104487,10,Pune
BMW,X3,xDrive20d,Automatic,Diesel,1540000,85000,10,Pune
BMW,X1,xDrive20d M Sport[2016-2020],Automatic,Diesel,2800000,60230,4,Ahmedabad
BMW,X3,xDrive20d M Sport,Automatic (TC),Diesel,4220000,19000,5,Surat
BMW,X3,xDrive20d M Sport,Automatic (TC),Diesel,4470000,54000,4,Surat
BMW,X1,xDrive20d M Sport[2016-2020],Automatic,Diesel,2760000,50000,5,Bangalore
BMW,X3,xDrive20d M Sport,Automatic (TC),Diesel,4460000,41000,5,Delhi
BMW,X3,xDrive20d M Sport,Automatic (TC),Diesel,3960000,80000,5,Chennai
BMW,X3,xDrive20d M Sport,Automatic (TC),Diesel,4370000,76338,4,Chennai
BMW,X3,xDrive20d M Sport,Automatic (TC),Diesel,4430000,49000,5,Delhi
BMW,X3,xDrive20d M Sport,Automatic (TC),Diesel,4510000,32500,5,Delhi
BMW,X1,xDrive20d M Sport[2016-2020],Automatic,Diesel,1850000,95000,8,Hyderabad
BMW,X1,xDrive20d M Sport[2016-2020],Automatic,Diesel,1960000,42000,8,Hyderabad
BMW,X3,xDrive20d M Sport,Automatic (TC),Diesel,5010000,21000,4,Mumbai
BMW,X3,xDrive20d M Sport,Automatic (TC),Diesel,5020000,22000,4,Mumbai
BMW,X1,xDrive20d M Sport[2016-2020],Automatic,Diesel,2300000,39000,7,Mumbai
BMW,X1,xDrive20d M Sport[2016-2020],Automatic,Diesel,2420000,78000,6,Mumbai
BMW,X1,xDrive20d M Sport[2016-2020],Automatic,Diesel,2840000,18500,5,Mumbai
BMW,X1,xDrive20d M Sport[2016-2020],Automatic (TC),Diesel,4240000,15000,5,Kolkata
BMW,X1,xDrive20d M Sport[2016-2020],Automatic,Diesel,4200000,24400,5,Kolkata
BMW,X1,xDrive20d M Sport[2016-2020],Automatic,Diesel,3740000,26543,7,Mumbai
BMW,X1,xDrive20d M Sport[2016-2020],Automatic (TC),Diesel,4040000,60000,5,Pune
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1680000,91565,8,Bangalore
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1760000,50000,7,Chennai
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1930000,50000,7,Mumbai
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1950000,43000,7,Delhi
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1890000,70000,7,Delhi
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,2000000,18300,7,Mumbai
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1810000,18300,7,Navi
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1910000,63400,7,Mumbai
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1790000,35000,8,Mumbai
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1960000,36000,7,Mumbai
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1550000,80000,8,Pune
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1850000,75000,7,Chandigarh
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1700000,32511,8,Kolkata
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,2030000,50000,7,Mumbai
BMW,X1,xDrive20d xLine[2016-2020],Automatic,Diesel,1690000,80000,8,Pune
BMW,X7,xDrive30d DPE[2019-2023],Automatic (TC),Diesel,6490000,48000,4,Bangalore
BMW,X7,xDrive30d DPE[2019-2023],Automatic (TC),Diesel,6050000,23000,5,Bangalore
BMW,X7,xDrive30d DPE[2019-2023],Automatic (TC),Diesel,5970000,45000,4,Chandigarh
BMW,X7,xDrive30d DPE[2019-2023],Automatic (TC),Diesel,6470000,50000,4,Delhi
BMW,X7,xDrive30d DPE[2019-2023],Automatic (TC),Diesel,6610000,29900,4,Delhi
